GA,1081,0.117,0.118,3159.859,0.114
RHC,1096,0.117,0.118,34.052,0.263
SA,1096,0.191,0.193,37.725,0.146
GA,1096,0.117,0.118,3210.432,0.100
RHC,1091,0.117,0.118,31.696,0.206
SA,1091,0.117,0.118,34.178,0.146
GA,1091,0.117,0.118,3243.751,0.084
RHC,1101,0.117,0.118,33.600,0.232
SA,1101,0.883,0.882,33.579,0.132
GA,1101,0.117,0.118,3300.509,0.073
RHC,1086,0.117,0.118,32.897,0.230
SA,1086,0.117,0.118,33.513,0.136
GA,1086,0.117,0.118,3302.197,0.071
RHC,1106,0.117,0.118,34.301,0.237
SA,1106,0.117,0.118,35.477,0.172
GA,1106,0.117,0.118,3307.019,0.054
RHC,1076,0.120,0.121,32.204,0.244
SA,1076,0.482,0.477,35.471,0.135
GA,1076,0.117,0.118,3386.095,0.147
RHC,1111,0.117,0.118,35.259,0.227
SA,1111,0.883,0.882,37.965,0.134
GA,1111,0.117,0.118,3289.495,0.113
RHC,1136,0.117,0.118,41.298,0.269
SA,1136,0.117,0.118,39.054,0.137
GA,1136,0.117,0.118,3303.856,0.098
RHC,1116,0.117,0.118,34.705,0.227
SA,1116,0.117,0.118,37.183,0.154
GA,1116,0.117,0.118,3373.744,0.098
RHC,1126,0.117,0.118,38.742,0.276
SA,1126,0.117,0.118,35.734,0.168
GA,1126,0.117,0.118,3432.516,0.086
RHC,1121,0.117,0.118,37.891,0.340
SA,1121,0.117,0.118,38.704,0.132
GA,1121,0.117,0.118,3436.444,0.060
RHC,1141,0.117,0.118,40.879,0.281
SA,1141,0.821,0.823,37.862,0.138
GA,1141,0.117,0.118,3442.295,0.055
RHC,1131,0.117,0.118,38.093,0.358
SA,1131,0.117,0.118,39.658,0.149
GA,1131,0.117,0.118,3479.199,0.125
RHC,1151,0.117,0.118,37.307,0.241
SA,1151,0.117,0.118,36.351,0.138
GA,1151,0.117,0.118,3481.212,0.115
RHC,1161,0.117,0.118,36.695,0.288
SA,1161,0.117,0.118,36.217,0.131
GA,1161,0.117,0.118,3492.836,0.099
RHC,1176,0.117,0.118,38.588,0.220
SA,1176,0.883,0.882,36.298,0.146
GA,1176,0.117,0.118,3571.902,0.083
RHC,1171,0.117,0.118,40.062,0.241
SA,1171,0.778,0.777,39.831,0.133
GA,1171,0.117,0.118,3570.409,0.173
RHC,1146,0.117,0.118,38.070,0.317
SA,1146,0.118,0.120,33.759,0.136
GA,1146,0.117,0.118,3596.961,0.154
RHC,1166,0.117,0.118,36.887,0.260
SA,1166,0.117,0.118,37.698,0.171
GA,1166,0.117,0.118,3750.950,0.138
RHC,1156,0.117,0.118,39.288,0.244
SA,1156,0.117,0.118,35.008,0.145
GA,1156,0.117,0.118,3755.030,0.136
RHC,1211,0.117,0.118,48.417,0.290
SA,1211,0.883,0.882,44.934,0.165
GA,1211,0.117,0.118,3039.567,0.093
RHC,1206,0.117,0.118,45.366,0.286
SA,1206,0.117,0.118,45.983,0.170
GA,1206,0.117,0.118,3147.486,0.164
RHC,1181,0.117,0.118,45.114,0.336
SA,1181,0.134,0.136,46.467,0.205
GA,1181,0.117,0.118,3213.866,0.154
RHC,1196,0.117,0.118,44.441,0.262
SA,1196,0.117,0.118,50.087,0.201
GA,1196,0.117,0.118,3224.600,0.148
RHC,1201,0.117,0.118,43.553,0.253
SA,1201,0.117,0.118,45.461,0.173
GA,1201,0.117,0.118,3244.072,0.151
RHC,1191,0.117,0.118,46.457,0.263
SA,1191,0.117,0.118,51.135,0.157
GA,1191,0.117,0.118,3282.842,0.119
RHC,1186,0.117,0.118,48.884,0.280
SA,1186,0.117,0.118,43.802,0.161
GA,1186,0.117,0.118,3313.725,0.112
RHC,1221,0.117,0.118,54.061,0.378
SA,1221,0.770,0.767,56.891,0.189
GA,1221,0.117,0.118,3309.172,0.100
RHC,1236,0.117,0.118,58.115,0.329
SA,1236,0.596,0.596,57.575,0.189
GA,1236,0.117,0.118,3412.702,0.093
RHC,1216,0.117,0.118,62.100,0.344
SA,1216,0.117,0.118,52.459,0.200
GA,1216,0.117,0.118,3422.081,0.102
RHC,1226,0.117,0.118,59.202,0.380
SA,1226,0.117,0.118,57.840,0.212
GA,1226,0.117,0.118,3421.121,0.075
RHC,1241,0.117,0.118,57.737,0.417
SA,1241,0.117,0.118,59.680,0.173
GA,1241,0.117,0.118,3484.898,0.051
RHC,1231,0.117,0.118,59.369,0.366
SA,1231,0.117,0.118,56.741,0.193
GA,1231,0.117,0.118,3486.372,0.050
RHC,1246,0.117,0.118,58.613,0.427
SA,1246,0.117,0.118,59.685,0.220
GA,1246,0.117,0.118,3489.573,0.052
RHC,1251,0.117,0.118,33.597,0.221
SA,1251,0.117,0.118,33.973,0.153
GA,1251,0.117,0.118,3460.608,0.103
RHC,1276,0.117,0.118,36.551,0.219
SA,1276,0.474,0.478,32.386,0.171
GA,1276,0.117,0.118,3511.160,0.106
RHC,1281,0.117,0.118,34.753,0.233
SA,1281,0.117,0.118,33.972,0.140
GA,1281,0.117,0.118,3530.830,0.085
RHC,1266,0.117,0.118,32.586,0.211
SA,1266,0.473,0.463,35.036,0.145
GA,1266,0.117,0.118,3570.620,0.188
RHC,1256,0.117,0.118,31.059,0.213
SA,1256,0.117,0.118,31.950,0.125
GA,1256,0.117,0.118,3615.760,0.156
RHC,1261,0.117,0.118,34.366,0.283
SA,1261,0.117,0.118,35.280,0.151
GA,1261,0.117,0.118,3701.147,0.139
RHC,1271,0.117,0.118,34.217,0.264
SA,1271,0.117,0.119,33.128,0.162
GA,1271,0.117,0.118,3909.285,0.132
RHC,1291,0.117,0.118,50.459,0.334
SA,1291,0.117,0.118,46.760,0.146
GA,1291,0.117,0.118,3450.771,0.166
RHC,1301,0.117,0.118,58.631,0.308
SA,1301,0.117,0.118,45.928,0.157
GA,1301,0.117,0.118,3455.631,0.093
RHC,1296,0.117,0.118,52.027,0.356
SA,1296,0.117,0.118,46.504,0.158
GA,1296,0.117,0.118,3643.407,0.077
RHC,1286,0.117,0.118,53.240,0.351
SA,1286,0.117,0.118,47.967,0.165
GA,1286,0.117,0.118,3650.696,0.100
RHC,1311,0.117,0.118,53.025,0.329
SA,1311,0.117,0.118,50.454,0.171
GA,1311,0.117,0.118,3662.143,0.060
RHC,1316,0.117,0.118,50.409,0.339
SA,1316,0.781,0.776,50.207,0.170
GA,1316,0.117,0.118,3735.229,0.051
RHC,1306,0.117,0.118,52.308,0.307
SA,1306,0.117,0.118,49.911,0.158
GA,1306,0.117,0.118,3840.961,0.121
RHC,1321,0.117,0.118,40.637,0.253
SA,1321,0.117,0.118,41.746,0.134
GA,1321,0.117,0.118,3319.415,0.130
RHC,1331,0.117,0.118,37.580,0.229
SA,1331,0.117,0.118,41.750,0.138
GA,1331,0.117,0.118,3334.975,0.120
RHC,1326,0.117,0.118,38.479,0.266
SA,1326,0.117,0.118,44.409,0.141
GA,1326,0.117,0.118,3379.763,0.090
RHC,1346,0.117,0.118,38.648,0.240
SA,1346,0.117,0.118,45.003,0.133
GA,1346,0.117,0.118,3399.961,0.072
RHC,1341,0.117,0.118,45.331,0.237
SA,1341,0.117,0.118,42.768,0.144
GA,1341,0.117,0.118,3441.560,0.062
RHC,1351,0.117,0.118,41.469,0.285
SA,1351,0.883,0.882,43.771,0.172
GA,1351,0.117,0.118,3502.904,0.048
RHC,1336,0.117,0.118,41.485,0.292
SA,1336,0.117,0.118,40.162,0.132
GA,1336,0.117,0.118,3644.397,0.107
RHC,1356,0.117,0.118,37.771,0.223
SA,1356,0.117,0.118,36.738,0.139
GA,1356,0.117,0.118,3534.342,0.099
RHC,1371,0.117,0.118,37.140,0.248
SA,1371,0.117,0.118,43.567,0.146
GA,1371,0.117,0.118,3540.556,0.093
RHC,1376,0.117,0.118,36.990,0.262
SA,1376,0.117,0.118,40.872,0.132
GA,1376,0.117,0.118,3582.386,0.076
RHC,1386,0.117,0.118,44.931,0.211
SA,1386,0.117,0.118,40.511,0.138
GA,1386,0.117,0.118,3588.421,0.073
RHC,1366,0.117,0.119,40.310,0.210
SA,1366,0.117,0.118,41.129,0.143
GA,1366,0.117,0.118,3698.940,0.138
RHC,1361,0.117,0.118,39.620,0.205
SA,1361,0.293,0.293,41.268,0.138
GA,1361,0.117,0.118,3832.530,0.124
RHC,1381,0.117,0.118,44.506,0.226
SA,1381,0.117,0.118,39.316,0.166
GA,1381,0.117,0.118,3864.897,0.110
RHC,1396,0.117,0.118,51.558,0.378
SA,1396,0.527,0.515,48.655,0.147
GA,1396,0.117,0.118,3670.342,0.111
RHC,1421,0.117,0.118,50.417,0.262
SA,1421,0.119,0.120,50.977,0.143
GA,1421,0.117,0.118,3774.770,0.090
RHC,1406,0.117,0.118,47.230,0.274
SA,1406,0.117,0.118,54.507,0.161
GA,1406,0.117,0.118,3847.037,0.180
RHC,1401,0.117,0.118,54.161,0.265
SA,1401,0.117,0.118,49.146,0.162
GA,1401,0.117,0.118,4045.212,0.161
RHC,1391,0.117,0.118,51.835,0.312
SA,1391,0.117,0.118,53.668,0.160
GA,1391,0.117,0.118,4113.687,0.143
RHC,1411,0.117,0.118,48.504,0.275
SA,1411,0.117,0.118,52.560,0.167
GA,1411,0.117,0.118,4151.581,0.167
RHC,1416,0.117,0.118,49.858,0.271
SA,1416,0.117,0.118,50.884,0.160
GA,1416,0.117,0.118,4215.708,0.161
RHC,1441,0.117,0.118,70.936,0.307
SA,1441,0.117,0.118,62.144,0.201
GA,1441,0.117,0.118,3889.416,0.101
RHC,1451,0.117,0.118,69.843,0.296
SA,1451,0.883,0.882,66.547,0.195
GA,1451,0.117,0.118,4058.906,0.086
RHC,1431,0.117,0.118,66.328,0.331
SA,1431,0.117,0.118,62.187,0.188
GA,1431,0.117,0.118,4106.159,0.077
RHC,1426,0.117,0.118,75.506,0.388
SA,1426,0.117,0.118,61.418,0.206
GA,1426,0.117,0.118,4113.794,0.075
RHC,1446,0.117,0.118,72.549,0.329
SA,1446,0.117,0.118,64.641,0.193
GA,1446,0.117,0.118,4180.002,0.056
RHC,1436,0.117,0.118,68.372,0.319
SA,1436,0.117,0.118,62.205,0.187
GA,1436,0.117,0.118,4203.937,0.050
RHC,1456,0.117,0.118,71.866,0.293
SA,1456,0.117,0.118,61.513,0.185
GA,1456,0.117,0.118,4222.303,0.051
RHC,1461,0.117,0.118,43.482,0.217
SA,1461,0.117,0.118,42.317,0.133
GA,1461,0.117,0.118,3950.957,0.112
RHC,1476,0.117,0.118,40.793,0.303
SA,1476,0.883,0.882,41.796,0.131
GA,1476,0.117,0.118,4017.081,0.095
RHC,1481,0.117,0.118,38.277,0.252
SA,1481,0.117,0.118,40.613,0.135
GA,1481,0.117,0.118,4034.104,0.090
RHC,1486,0.117,0.118,39.524,0.265
SA,1486,0.117,0.118,41.698,0.140
GA,1486,0.117,0.118,4033.056,0.071
RHC,1466,0.117,0.118,38.175,0.259
SA,1466,0.117,0.118,42.492,0.146
GA,1466,0.117,0.118,4116.371,0.051
RHC,1491,0.117,0.118,39.528,0.269
SA,1491,0.117,0.119,41.631,0.143
GA,1491,0.117,0.118,4119.647,0.093
RHC,1471,0.117,0.118,40.970,0.282
SA,1471,0.117,0.118,40.885,0.166
GA,1471,0.117,0.118,4140.543,0.117
RHC,1501,0.117,0.118,43.767,0.245
SA,1501,0.117,0.118,41.162,0.130
GA,1501,0.117,0.118,3888.637,0.095
RHC,1506,0.117,0.118,40.877,0.222
SA,1506,0.173,0.173,44.553,0.121
GA,1506,0.117,0.118,3906.835,0.118
RHC,1516,0.117,0.118,43.731,0.278
SA,1516,0.117,0.118,42.052,0.144
GA,1516,0.117,0.118,3924.033,0.083
RHC,1511,0.117,0.118,42.330,0.363
SA,1511,0.117,0.118,39.459,0.131
GA,1511,0.117,0.118,3941.835,0.092
RHC,1521,0.117,0.118,44.880,0.207
SA,1521,0.613,0.611,44.080,0.141
GA,1521,0.117,0.118,3999.359,0.068
RHC,1496,0.117,0.118,42.255,0.365
SA,1496,0.117,0.118,38.429,0.146
GA,1496,0.117,0.118,4050.437,0.048
RHC,1526,0.117,0.118,42.214,0.434
SA,1526,0.117,0.118,42.009,0.133
GA,1526,0.117,0.118,4117.353,0.049
RHC,1531,0.117,0.118,37.061,0.202
SA,1531,0.117,0.118,43.681,0.116
GA,1531,0.117,0.118,4278.541,0.111
RHC,1541,0.117,0.118,39.322,0.305
SA,1541,0.117,0.118,45.313,0.147
GA,1541,0.117,0.118,4416.311,0.101
RHC,1556,0.117,0.118,37.927,0.273
SA,1556,0.117,0.118,43.042,0.128
GA,1556,0.117,0.118,4425.811,0.073
RHC,1551,0.117,0.118,36.488,0.266
SA,1551,0.117,0.118,42.656,0.152
GA,1551,0.117,0.118,4451.204,0.087
RHC,1536,0.117,0.118,37.998,0.244
SA,1536,0.883,0.882,40.823,0.179
GA,1536,0.117,0.118,4461.490,0.076
RHC,1546,0.117,0.118,40.096,0.194
SA,1546,0.122,0.124,42.018,0.118
GA,1546,0.117,0.118,4525.486,0.057
RHC,1561,0.117,0.118,42.639,0.218
SA,1561,0.117,0.118,40.173,0.131
GA,1561,0.117,0.118,4584.090,0.054
